54075469348,https://item.jd.com/54075469348.html,"https://list.jd.com/list.html?cat=670,671,2694&page=1&sort=sort_totalsales15_desc&trans=1&JL=6_0_0/","['//img13.360buyimg.com/n5/s54x54_jfs/t1/47874/40/6785/74820/5d47ed43E515c36fb/52c3b2f060487617.jpg', '//img13.360buyimg.com/n5/s54x54_jfs/t1/84664/7/5405/32491/5d53d21cEbf31c2a1/ef52b07ff2702bb2.jpg', '//img13.360buyimg.com/n5/s54x54_jfs/t1/52580/40/7656/70700/5d53d228E37414494/240af46e92f22ad9.jpg', '//img13.360buyimg.com/n5/s54x54_jfs/t1/57905/36/7688/52211/5d53d22eE9f6783f9/1785111123b119e8.jpg', '//img13.360buyimg.com/n5/s54x54_jfs/t1/63895/11/7254/97258/5d53d23aEaf094471/517b72c4a55db68d.jpg']","
                                         
                                                            台电（TECLAST）M30 安卓平板电脑学习X27十核处理器10.1英寸全高清IPS屏4G全网通话 3GB+64GB                ",￥,"
                                 商品名称：台电（TECLAST）M30 
     商品编号：54075469348 
                          商品毛重：1.005kg 
                                         系统：Android 
                   屏幕尺寸：10.1英寸 
                   可扩展容量：最大支持128GB 
                   颜色：白色 
                   存储容量：128G 
                   分类：通话平板 
                   厚度：9.1mm-11mm 
                   CPU核数：十核 
                                          ",798441,899.00,无货
61661781294,https://item.jd.com/61661781294.html,"https://list.jd.com/list.html?cat=670,671,2694&page=1&sort=sort_totalsales15_desc&trans=1&JL=6_0_0/","['//img14.360buyimg.com/n5/s54x54_jfs/t1/52240/9/15802/92714/5dcb9a23Efaa18e05/f8b3bd69870f74f2.jpg', '//img14.360buyimg.com/n5/s54x54_jfs/t1/45762/17/15707/91990/5dcb9a2eE5360a12a/8ee0870dc63c3e70.jpg', '//img14.360buyimg.com/n5/s54x54_jfs/t1/58216/5/15684/70801/5dcb9a46Ec892b871/051016b139b6bab1.jpg', '//img14.360buyimg.com/n5/s54x54_jfs/t1/103977/12/2142/30051/5dcb9a4dEa99cd06d/88e98e4dff47d06d.jpg', '//img14.360buyimg.com/n5/s54x54_jfs/t1/80415/32/15394/45936/5dcb9a52Ef4a76a22/6723ad0e91b489a4.jpg', '//img14.360buyimg.com/n5/s54x54_jfs/t1/87152/29/2155/75026/5dcb9a58Ef173dce6/71239dc73f40182d.jpg']","
                                         
                                                            台电（TECLAST）M16安卓二合一平板电脑通话学习十核高清11.6英寸4+128GB双4G全网通 标配（不含键盘）                ",￥,"
                                 商品名称：台电（TECLAST）M16 
     商品编号：61661781294 
                          商品毛重：1.215kg 
                                         系统：Android 
                   厚度：7.1mm-9mm 
                   颜色：黑色 
                   存储容量：128G 
                   分类：通话平板 
                   屏幕尺寸：11.6英寸 
                   CPU核数：十核 
                                          ",798441,1189.00,无货
11302227146,https://item.jd.com/11302227146.html,"https://list.jd.com/list.html?cat=670,671,2694&page=1&sort=sort_totalsales15_desc&trans=1&JL=6_0_0/","['//img11.360buyimg.com/n5/jfs/t1/100639/4/15070/161241/5e6b2492Edc721b2b/f9da2bc66e33f6f5.jpg', '//img11.360buyimg.com/n5/jfs/t1/91512/28/14362/132627/5e674437Eb2fc0ab8/58f8768e1a25f92a.jpg', '//img11.360buyimg.com/n5/jfs/t1/36922/4/13665/118072/5d3ab678E92ea429f/6010ae68cb36289d.jpg', '//img11.360buyimg.com/n5/jfs/t1/88010/23/14632/136373/5e6743aaEb896a9f1/4eaf3c82529950bc.jpg', '//img11.360buyimg.com/n5/jfs/t1/98721/38/14618/174235/5e674414E68e9132f/c894d51cce0eccc3.jpg', '//img11.360buyimg.com/n5/jfs/t1/28004/18/13806/128335/5ca2bda0Ef53ae87e/0e9c810431b1cdb2.jpg', '//img11.360buyimg.com/n5/jfs/t1/33579/26/985/139986/5ca2bda3E2c78e684/d34f7bd6a505e4f7.jpg', '//img11.360buyimg.com/n5/jfs/t1/98574/9/14494/457425/5e6742f3Ee5089375/47e0ccfe253e5e60.png', '//img11.360buyimg.com/n5/jfs/t1/97464/37/14990/157967/5e6a11e1E0ae07e25/5954901d3e62cacb.jpg']","
                                         
                                                            【mini新品上市】APPLE苹果2019新款iPad mini5/mini4更新平板电脑7.9英寸 金色 【新品】mini5-64G-WLAN版                ",￥,"
                                 商品名称：APPLE苹果iPad mini 
     商品编号：11302227146 
                       店铺：  科族数码专营店 
                      商品毛重：0.8kg 
             商品产地：中国大陆 
                                     系统：ios系统 
                   厚度：7.0mm以下 
                   颜色：其他 
                   分类：娱乐平板 
                   特色：指纹识别 
                   存储容量：128G 
                                          ",632952,3258.00,无货
14157116051,https://item.jd.com/14157116051.html,"https://list.jd.com/list.html?cat=670,671,2694&page=1&sort=sort_totalsales15_desc&trans=1&JL=6_0_0/","['//img11.360buyimg.com/n5/jfs/t1/108504/13/6623/69167/5e4e97c5Eed91a134/9bf1280212651210.jpg', '//img11.360buyimg.com/n5/jfs/t1/95749/4/13406/73046/5e563c05Eaeed6643/51266391f3fe7f43.jpg', '//img11.360buyimg.com/n5/jfs/t1/102643/1/14740/137271/5e675344E162240f0/2c51e3bbf4504051.jpg', '//img11.360buyimg.com/n5/jfs/t1/91843/18/14546/174235/5e6744f0E9a50c0a5/0de3aa764f178cd3.jpg', '//img11.360buyimg.com/n5/jfs/t5809/94/6943616256/23846/6b21cb33/596dd085N8129c103.jpg', '//img11.360buyimg.com/n5/jfs/t5935/153/5804775733/110940/b3357cb0/596dd07dN6cabbc3b.jpg', '//img11.360buyimg.com/n5/jfs/t6070/188/5778577974/172198/fc1e0aa0/596dd07aNbbf34d59.jpg']","
                                         
                                                            APPLE苹果 Apple Pencil手写笔适用19年新款iPad/mini5/air3手写笔                ",￥,"
                                 商品名称：APPLE苹果 Apple Pencil手写笔适用19年新款iPad/mini5/air3手写笔 
     商品编号：14157116051 
                       店铺：  科族数码专营店 
                      商品毛重：1.0kg 
             商品产地：中国大陆 
                                     系统：ios系统 
                   厚度：11.1mm及以上 
                   分类：其他 
                   颜色：其他 
                   存储容量：4GB 
                                          ",632952,878.00,无货
57172212479,https://item.jd.com/57172212479.html,"https://list.jd.com/list.html?cat=670,671,2694&page=1&sort=sort_totalsales15_desc&trans=1&JL=6_0_0/","['//img14.360buyimg.com/n5/jfs/t1/96336/18/13894/240403/5e5b7c9aEd9e471ab/8e88ce7e941854f1.jpg', '//img14.360buyimg.com/n5/jfs/t1/83462/40/14464/187131/5dc0e7cdE6ab7786e/1027b8739b814ddc.jpg', '//img14.360buyimg.com/n5/jfs/t1/94509/5/3802/170009/5de27604Ee0c45cb7/92fbd359042059ae.jpg', '//img14.360buyimg.com/n5/jfs/t1/66635/33/14598/117302/5dc0e7b9E3f7982fc/2b0e80206514bb50.jpg', '//img14.360buyimg.com/n5/jfs/t1/45425/35/15083/106969/5dc0e7a9E197e0028/549e9bdb9165557a.jpg', '//img14.360buyimg.com/n5/jfs/t1/54825/38/15282/95112/5dc0e7cdE0654f9e8/78f9fb1c346a9b15.jpg', '//img14.360buyimg.com/n5/jfs/t1/99870/5/1554/217258/5dc0e7cdE01ccd11a/e10d7c07beed40df.jpg', '//img14.360buyimg.com/n5/jfs/t1/71816/37/14793/29483/5dc0e7cdEe0200b6c/f5010003d86cf73e.jpg']","
                                                            华为M6平板电脑10.8英寸二合一平板电脑全网通AI智能语音2K高清办公平板pad 麒麟980八核 4+64G wifi版（香槟金） 指纹|人脸识别 蓝牙 WIFI 护眼模式                ",￥,"
                                 商品名称：华为（HUAWEI）华为M6平板  
     商品编号：57172212479 
                       店铺：  康特数码专营店 
                      商品毛重：1.0kg 
                                         系统：Android 
                   存储容量：128G 
                   厚度：7.1mm-9mm 
                   热门机型：华为M6 
                   分类：二合一平板 
                   可扩展容量：最大支持256GB 
                   颜色：灰色 
                                          ",10200920,2499.00,无货
54075469348,https://item.jd.com/54075469348.html,"https://list.jd.com/list.html?cat=670,671,2694&page=1&sort=sort_totalsales15_desc&trans=1&JL=6_0_0/","['//img13.360buyimg.com/n5/s54x54_jfs/t1/47874/40/6785/74820/5d47ed43E515c36fb/52c3b2f060487617.jpg', '//img13.360buyimg.com/n5/s54x54_jfs/t1/84664/7/5405/32491/5d53d21cEbf31c2a1/ef52b07ff2702bb2.jpg', '//img13.360buyimg.com/n5/s54x54_jfs/t1/52580/40/7656/70700/5d53d228E37414494/240af46e92f22ad9.jpg', '//img13.360buyimg.com/n5/s54x54_jfs/t1/57905/36/7688/52211/5d53d22eE9f6783f9/1785111123b119e8.jpg', '//img13.360buyimg.com/n5/s54x54_jfs/t1/63895/11/7254/97258/5d53d23aEaf094471/517b72c4a55db68d.jpg']","
                                         
                                                            台电（TECLAST）M30 安卓平板电脑学习X27十核处理器10.1英寸全高清IPS屏4G全网通话 3GB+64GB                ",￥,"
                                 商品名称：台电（TECLAST）M30 
     商品编号：54075469348 
                          商品毛重：1.005kg 
                                         系统：Android 
                   屏幕尺寸：10.1英寸 
                   可扩展容量：最大支持128GB 
                   颜色：白色 
                   存储容量：128G 
                   分类：通话平板 
                   厚度：9.1mm-11mm 
                   CPU核数：十核 
                                          ",798441,899.00,无货
63260390888,https://item.jd.com/63260390888.html,"https://list.jd.com/list.html?cat=670,671,2694&page=1&sort=sort_totalsales15_desc&trans=1&JL=6_0_0/","['//img13.360buyimg.com/n5/jfs/t1/92336/9/14008/95848/5e60d826Ec0ec16c7/3fbe80731f372b17.jpg', '//img13.360buyimg.com/n5/jfs/t1/91138/16/10622/144954/5e1d7323Eb1bd69ac/5473c97ee8f99aba.jpg', '//img13.360buyimg.com/n5/jfs/t1/98895/11/4660/133771/5de885c9E2573e883/d87e612432c9f053.jpg', '//img13.360buyimg.com/n5/jfs/t1/100482/6/4653/68015/5de885c9Eb29bf2d6/671369422f4c37d8.jpg', '//img13.360buyimg.com/n5/jfs/t1/97749/32/4575/93389/5de885caE798a90c7/41d244b75f574183.jpg', '//img13.360buyimg.com/n5/jfs/t1/85076/37/4661/103502/5de885c9Eaf373d9c/9153db93fc57f0c4.jpg', '//img13.360buyimg.com/n5/jfs/t1/92922/29/4715/82414/5de885caE8bbf9add/ba8ef464ad1e90fb.jpg', '//img13.360buyimg.com/n5/jfs/t1/91446/11/4655/17151/5de885e1E02e002c3/b62495f189383ea2.jpg', '//img13.360buyimg.com/n5/jfs/t1/91591/5/4635/41139/5de885e1E1834a8c5/99f6d142fe15b342.jpg']","
                                                            华为平板电脑荣耀平板5八核处理器10.1英寸高清屏T5安卓Ipad畅享影音娱乐可选4G全网通平板电脑 高配版 4G+64G+64G内存卡 全网通 蓝                ",￥,"
                                 商品名称：华为平板电脑荣耀平板5八核处理器10.1英寸高清屏T5安卓Ipad畅享影音娱乐可选4G全网通平板电脑 高配版 4G+64G+64G内存卡 全网通 蓝 
     商品编号：63260390888 
                       店铺：  丽坤数码专营店 
                      商品毛重：0.76kg 
                                         系统：Android 
                   存储容量：32GB 
                   厚度：7.1mm-9mm 
                   屏幕尺寸：10.1英寸 
                   分类：娱乐平板 
                   颜色：其他 
                                          ",10234112,2049.00,无货
100000713259,https://item.jd.com/100000713259.html,"https://list.jd.com/list.html?cat=670,671,2694&page=1&sort=sort_totalsales15_desc&trans=1&JL=6_0_0/","['//img14.360buyimg.com/n5/s54x54_jfs/t1/64535/36/2396/298168/5d0aeaa2E2fe04a00/29d78a48f3c8b018.jpg', '//img14.360buyimg.com/n5/s54x54_jfs/t24610/5/1518539601/84868/38ad55ae/5bb35e58Nc544c683.jpg', '//img14.360buyimg.com/n5/s54x54_jfs/t26092/324/1534230993/87305/ba9f717f/5bb35e59N2cd668e7.jpg', '//img14.360buyimg.com/n5/s54x54_jfs/t25954/319/1514993184/113674/472796ea/5bb35e58N117b9376.jpg', '//img14.360buyimg.com/n5/s54x54_jfs/t25471/22/1556324668/123010/242a298c/5bb35e58N39c890b0.jpg', '//img14.360buyimg.com/n5/s54x54_jfs/t25669/339/1536497504/239812/67909a6c/5bb35e59N5b6050f3.jpg']","
                                                            微软（Microsoft）Surface Pro 6 二合一平板电脑笔记本 12.3英寸（第八代Core i5 8G 256G SSD）亮铂金                ",￥,"
                                 商品名称：微软Surface Pro 6 
     商品编号：100000713259 
                          商品毛重：1.63kg 
             商品产地：中国大陆 
                                     系统：windows 
                   存储容量：256GB 
                   厚度：7.1mm-9mm 
                   分类：二合一平板 
                   屏幕尺寸：12.3英寸 
                   颜色：其他 
                                          ",1000000326,8088.00,无货
50642745480,https://item.jd.com/50642745480.html,"https://list.jd.com/list.html?cat=670,671,2694&page=1&sort=sort_totalsales15_desc&trans=1&JL=6_0_0/","['//img10.360buyimg.com/n5/jfs/t1/68430/26/16316/144070/5ddc972aE31d98b5d/4e19fc0d560adf04.jpg', '//img10.360buyimg.com/n5/jfs/t1/105579/30/14229/133010/5e635a83Ecf4e4c10/26faa46f98bd8bf3.jpg', '//img10.360buyimg.com/n5/jfs/t1/90663/10/14642/102571/5e675a9eEaa6d3a0d/2367d6c630068da6.jpg', '//img10.360buyimg.com/n5/jfs/t1/91843/18/14546/174235/5e6744f0E9a50c0a5/0de3aa764f178cd3.jpg', '//img10.360buyimg.com/n5/jfs/t1/82576/8/2500/158150/5d0ca595Eb504a929/b9af018fbb59cf55.jpg', '//img10.360buyimg.com/n5/jfs/t1/74968/33/2578/103237/5d0ca595E02a5cad4/ed972e60778337c7.jpg', '//img10.360buyimg.com/n5/jfs/t1/68254/12/2440/150950/5d0ca595Ebef222a9/9fca4c2aa38d5b68.jpg']","
                                         
                                                            华为M6平板电脑10.8英寸二合一平板电脑4G全网通安卓通话办公平板电脑 4G+64G WIFI版 香槟金 官方标配                ",￥,"
                                 商品名称：华为M6平板电脑10.8英寸二合一平板电脑4G全网通安卓通话办公平板电脑 4G+64G WIFI版 香槟金 官方标配 
     商品编号：50642745480 
                       店铺：  科族数码专营店 
                      商品毛重：500.00g 
             商品产地：中国大陆 
                                     系统：Android 
                   厚度：7.1mm-9mm 
                   存储容量：64GB 
                   分类：娱乐平板 
                   特色：AI智能语音 
                   颜色：金色 
                                          ",632952,2549.00,无货
43641283110,https://item.jd.com/43641283110.html,"https://list.jd.com/list.html?cat=670,671,2694&page=1&sort=sort_totalsales15_desc&trans=1&JL=6_0_0/","['//img10.360buyimg.com/n5/jfs/t1/91207/3/14854/124246/5e6b1025E7099a52e/cfb9a2fa6e648c95.jpg', '//img10.360buyimg.com/n5/jfs/t1/97047/4/14902/146411/5e6c4b84E2778ed4e/905d6fd76a7d7347.jpg', '//img10.360buyimg.com/n5/jfs/t1/106269/32/10090/164817/5e16836fE50f77264/908010f58a1bf208.jpg', '//img10.360buyimg.com/n5/jfs/t1/95251/16/15013/113919/5e6c4519E81feff26/9d17ebb850ce956b.jpg', '//img10.360buyimg.com/n5/jfs/t1/29581/5/11651/192947/5c91ec1aEbc84c5c2/f35419d60c414f05.jpg', '//img10.360buyimg.com/n5/jfs/t1/18040/35/11756/108390/5c91ec21E00aa7a66/0d90f2e20e7ea70e.jpg', '//img10.360buyimg.com/n5/jfs/t1/79141/40/5614/130719/5d3d66b4Eb779f4c0/858156795454e6aa.jpg']","
                                         
                                                            【新品】苹果（Apple）2019年新款ipad mini5/mini4平板电脑 7.9英寸 银色 新品mini5 64G WLAN版 标配                ",￥,"
                                 商品名称：苹果（Apple）iPad mini4/5 
     商品编号：43641283110 
                       店铺：  APPLE翔合专卖店 
                      商品毛重：0.59kg 
             商品产地：中国大陆 
                                     系统：ios系统 
                   厚度：7.0mm以下 
                   颜色：其他 
                   分类：娱乐平板 
                   特色：指纹识别 
                   存储容量：64GB 
                                          ",738414,3258.00,无货
